feedback_date,feedback_content,label,scene
2025-09-01 16:52:51,发音不标准不清楚,发音不准确,
2025-09-01 18:16:28,为什么不是女生的声音？,朗读不自然,
2025-09-01 18:54:19,没声音不知道怎么办,朗读功能优化,希望改进朗读功能，解决无声音问题
2025-09-01 19:31:42,应该只读他们说的，其他的不需要读,朗读不自然,
2025-09-01 19:58:14,单词断断续续的不好。翻译应该连起来。,朗读卡顿重复,
2025-09-01 20:57:25,能不能单独一个单词读。,朗读功能优化,学习单词发音，单独听单词
2025-09-01 21:04:27,很好！不过希望能改成真人版的🤓,朗读不自然,
2025-09-01 21:10:41,朗读的时候老是卡顿,朗读卡顿重复,
2025-09-01 22:23:28,你为什么有一个单词我装好不会，你居然没有录音频,Audio_Issues,学习单词，需要音频辅助记忆
2025-09-02 18:32:12,读句子听不到声音，已经调大音量了,朗读卡顿重复,
2025-09-02 21:18:59,一个句子一个句子的读,朗读卡顿重复,
2025-09-02 21:47:26,声音太抖了，有的读的太快。可以让声音平稳一些，也可以调节速度。而且翻译有些字也不准确。,朗读速度问题,
2025-09-02 22:25:03,呃，能不能修改一下？，那个它读音的时候，它会把那个音标一起读进去，那个音标是很容易区分的出来的，修改一下，把那个音标别读了，就读那个单词就得了，还有中文！,发音不准确,
2025-09-03 18:05:13,点击读的时候有问题,朗读卡顿重复,
2025-09-04 20:19:10,每次都是发音失败,发音不准确,
2025-09-04 22:10:15,能不能不要断断续续？,朗读卡顿重复,
2025-09-04 22:58:15,一个句子一个句子的读会好一点希望改进。,朗读不自然,
2025-09-05 19:43:01,美式和英式的声音一样,朗读不自然,
2025-09-06 06:56:17,想要听单词怎么读，但是无法啊点读。,发音朗读问题,
2025-09-06 09:11:22,点读的一些词语有点不清楚,发音不准确,
2025-09-06 10:47:04,有毒吧，不会读是吧？,朗读不自然,
2025-09-06 11:50:38,应该就是到句号的时候停顿一下。,朗读不自然,
2025-09-06 12:33:31,他走的有点太快了,朗读速度问题,
2025-09-06 13:18:01,读单词的时候，他老是读拼读请你把这个搞一下，谢谢，麻烦了,朗读不自然,
2025-09-06 14:14:13,0.75倍速太快了,朗读速度问题,
2025-09-06 15:22:57,有的时候有中文，但是没有读的录音,缺少中文朗读,
2025-09-07 09:30:24,读的啥呀，还读中文？一点都不好,朗读不自然,
2025-09-07 11:09:36,有个别单词不能发音。,发音不准确,
2025-09-07 13:56:28,要的是读音，不是这个,Audio_Issues,
2025-09-07 18:18:56,读字不清楚，肯读错。,发音不准确,
2025-09-07 19:57:50,选句太长，听不清，语速太快。,朗读速度问题,
2025-09-07 20:46:11,应该加个循环播放,朗读功能优化,需要反复听发音时使用
2025-09-07 21:11:52,朗读时，每行之间不要间断,朗读卡顿重复,
2025-09-07 21:23:16,这个声音读的不正确，换一个。,发音不准确,
2025-09-08 19:20:14,"就是有一点不像原读的那种，想要原读的那种

",朗读不自然,
2025-09-08 19:32:03,有很多都没有单词我原本就不会只能指望你们小园你们小圆又不会那那我们这些不会的人该怎么办所以麻烦你把这些英语单词的读音给全都清楚,发音不准确,
2025-09-08 20:30:07,不能添加一个不用原文也能读的。,朗读功能优化,希望仅朗读翻译结果，无需显示原文
2025-09-08 21:07:13,声音有点刺耳  有点儿不好听,朗读不自然,
2025-09-08 22:05:10,可以在后台的时候也能听，这样可以磨耳朵,朗读功能优化,后台播放，磨耳朵学习英语
2025-09-09 07:37:46,不能复读哦，这个可以调整一下,朗读卡顿重复,
2025-09-09 18:16:39,读英文句子用用最慢速度听起来太卡顿了建议更改一下。,朗读卡顿重复,
2025-09-09 19:09:58,读了单词不正经确,发音不准确,
2025-09-09 20:27:59,我的建议是读的人名时能不能不要那么假，可以用梦梦或者是萌萌这种更好点,朗读不自然,
2025-09-09 21:14:37,"  有时候读了一半就不读了这很那个你们又了解一下什么原因
",朗读卡顿重复,
2025-09-09 21:55:08,语速可以稍微慢点,朗读速度问题,
2025-09-09 21:55:37,以后只读发音和意思即可,朗读功能优化,希望简化结果，仅显示发音和意思
2025-09-11 20:08:58,他读的时候没声音,朗读功能优化,希望改进朗读功能，解决无声音问题
2025-09-12 18:21:16,一没声音没声音音因为,朗读功能优化,
2025-09-12 20:46:33,"读的不标准








        









读的不标准",发音不准确,
2025-09-12 21:03:25,读出来的时候有些卡顿,朗读卡顿重复,
2025-09-12 21:49:28,下次可以用女生的声。,朗读不自然,
2025-09-13 08:25:45,吴冰冰能不能不要说文字？你要说英文这样子我不会读。,朗读不自然,
2025-09-13 09:48:19,说的没有那种感觉。,朗读不自然,
2025-09-13 13:22:36,eye读音不准确,发音不准确,
2025-09-13 20:46:35,有些读音显示不出来中文还有一点点不准确,发音不准确,
2025-09-14 09:05:29, 发音不准确。Pumpkin pie读成了Pumpkin piece,发音不准确,
2025-09-14 17:10:46,可以把音调去掉吗？,发音不准确,
2025-09-14 18:58:55,要让他们自己去读,朗读功能优化,希望改进朗读功能，让用户自主控制
2025-09-14 20:21:44,翻译的时候要有感情,朗读不自然,
2025-09-14 20:54:23,"跟坨屎一样，都不按顺序读,再这样把你卸了,你很久了，小猿口算!
",朗读卡顿重复,
2025-09-15 05:47:12,建议原文朗读时一句一句读,朗读不自然,
2025-09-15 17:59:37,"我推荐你，给他加上语音





































",朗读功能优化,希望添加语音朗读功能
2025-09-15 20:33:42,建议的话: 可以标上音标 ，让大家更好读 ！！😂😂,朗读功能优化,学习单词发音，辅助朗读练习
2025-09-15 20:43:35,发音不标准声音不太明,发音不准确,
2025-09-15 22:30:22,单词有的听不清楚，可以有一个单词领读么,朗读不自然,
2025-09-16 07:44:33,不能一老读一个词吗？不要手点。,朗读卡顿重复,
2025-09-16 22:13:03,为什么start没有读的,缺少中文朗读,
2025-09-17 19:19:52,连续朗读顺序不对,朗读卡顿重复,
2025-09-17 19:47:27,那是球他读成了渡个渡个是什么？,发音不准确,
2025-09-17 20:39:12,他读的太慢了，而且又卡又听不懂,朗读卡顿重复,
2025-09-18 19:14:15,声音不好听，建议改成原版英语书上角色的声音。,朗读不自然,
2025-09-18 19:34:16,不好，要重复读，不要坏掉,朗读卡顿重复,
2025-09-18 19:59:01,读的非常好，就是有几个有点没读清楚，读的有点错了，但是特别棒。他读的真好！要为你点赞👍😘😘😘只要以后别读错了就行。爱你的豆豆(ღ♡‿♡ღ)！,发音不准确,
2025-09-18 22:12:44,音都不准，重开吧！我还是觉得作业帮好一点，算了吧,发音不准确,
2025-09-20 16:09:02,而且有的字他读的还太卡了,朗读卡顿重复,
2025-09-20 18:38:16,英语和汉语一起读,Audio_Issues,
2025-09-20 20:40:43,读的根本就不是我书上的。,发音不准确,
2025-09-20 21:03:36,不要读原本上面就有的拼音，谢谢,朗读功能优化,希望去除原文字符音，专注翻译结果朗读
2025-09-20 22:00:02,我再读点慢点就好了,朗读速度问题,
2025-09-20 22:04:41,就是，读慢一点点就好了^ω^🛴🇨🇳,朗读速度问题,
2025-09-21 11:47:18,太太太太太太太太太太太太太太太太太太太太太太快了,朗读速度问题,
2025-09-21 16:53:40,最后一个发音不标准。,发音不准确,
2025-09-21 19:10:31,不能读英文吗？非要读中文,缺少中文朗读,
2025-09-21 20:44:40,很多他都没有录音概述词，必须得反馈给你,Audio_Issues,
2025-09-21 22:38:28,为什么听不懂音标？,发音不准确,
2025-09-22 16:39:59,"
我要一块读他一个单词，一个单词读，我怎么收到答案？",朗读卡顿重复,
2025-09-22 20:20:32,没法一直法读一句话,朗读卡顿重复,
2025-09-22 20:22:00,读完一个单词的时候可以停顿一下再读音标吗？真的跟不上,朗读速度问题,
2025-09-23 12:35:34,不用专业老师的声音,朗读不自然,
2025-09-23 18:47:41,让它读课文它有没读完,朗读不自然,
2025-09-23 18:50:19,明明是ok为啥读成别的了，坑我们家长不会啊,发音不准确,
2025-09-23 19:56:38,我建议你们可以把英语念出来，再把中文意思写出来。,朗读功能优化,希望同时提供中英文朗读辅助学习
2025-09-23 20:35:17,点读的时候声音总是很抖。,朗读卡顿重复,
2025-09-23 21:09:51,原文点读你读什么撇呀没有撇。,发音不准确,
2025-09-23 21:12:01,可不可以循环播放。,朗读功能优化,希望改进朗读功能，支持循环播放
2025-09-23 21:22:30,声音都是乌拉乌拉的,朗读不自然,
2025-09-24 17:58:01,建议能全文一起读,朗读功能优化,希望改进朗读功能，实现全文朗读
2025-09-24 18:27:21,下次点读的时候可以不要一大段一大段的吗？可以几句几句的,朗读不自然,
2025-09-24 20:06:06,字有时候很卡顿 声音有点不标准 ,朗读卡顿重复,
2025-09-25 07:19:14,没有我想要的单词发音,发音不准确,
2025-09-25 08:32:35,真希望能完整的读一个句子,朗读不自然,
2025-09-26 20:28:44,有耳机就是点不开，不读,朗读不自然,
2025-09-26 21:04:27, 能连接就行了，不要弄其他的，就是什么hello什么东西的。不要这样弄，是真的啊。你直接连接起来就是直接连接起来就行了啊，直接连接起来就行了，不要那么单个弄就可以了。不要单个弄，不能单个弄，要不然不好读，不好读的。是真的不好读，像那种hello啊。就是这种单调的不好读。为什么？王冰，你只能读个王这个真的不好读，你连接起来就完事了吧，不要弄那么复杂。你说是不是？对吧？连接起来就完事了啊。好，我说完了,朗读不自然,
2025-09-27 12:52:43,"读的不完整还有不能一排一排的读
",朗读不自然,
2025-09-27 18:43:46,为什么我们就不能读在手机上,朗读功能优化,手机端使用时希望改进朗读体验
2025-09-27 20:06:06,可以一句一句的说吗,朗读速度问题,
2025-09-27 20:25:27,发音不对像乱说话。,发音不准确,
2025-09-27 21:14:10,希望可以发音读准一点或者是点开哪个单词可以拼写。,发音不准确,
2025-09-28 20:43:20,有的单词发🙅不出来！！,发音不准确,
2025-09-28 20:45:42,等了好久都没说出来。,朗读卡顿重复,
2025-09-29 06:39:13,我家孩子在家里还不能和下面的英语读,发音不准确,
2025-09-29 13:22:08,翻译不标准，有错别读音。,发音不准确,
2025-09-29 20:44:03,没有发音弄出一个读的。,朗读不自然,
2025-09-29 20:52:30,他读的不是第一句是第四句,朗读卡顿重复,
2025-09-29 21:07:34,词组就不要把两个单词拆开来念了,朗读不自然,
2025-09-29 21:22:22,写成正常单词读音不标准,发音不准确,
2025-09-29 21:34:20,前面的人名能不能不要读了,朗读不自然,
2025-09-29 21:38:34,"都换成别的，听不懂
",朗读不自然,
2025-09-29 22:58:55,人家是coffee咖啡☕️，你读的是c、o、f、f、e、e😡,发音不准确,
2025-09-30 21:40:03,"读的很好，但就是没有中文的翻译
",缺少中文朗读,
2025-09-30 21:41:30,产品可以连读词，读起来有些不通顺,朗读不自然,
2025-10-01 20:47:18,我想让他读单词可是他却把别的音标识别了,发音不准确,
2025-10-02 07:24:40,总是会复读很多单词,朗读卡顿重复,
2025-10-02 19:49:53,能不能把这一句话连在一起读？,朗读卡顿重复,
2025-10-02 19:55:53,没有声音，我根本听不见！,朗读功能优化,需要听到翻译内容辅助学习
2025-10-03 16:28:17,希望能一句一句的录音。,朗读功能优化,口语练习，逐句跟读录音
2025-10-03 16:57:25,你能跟课文一样点读正确。,朗读不自然,
2025-10-05 13:04:54,还不错。发音要标准。,发音不准确,
2025-10-05 13:42:42,发出来的是对的，他读的不是对的,发音不准确,
2025-10-05 21:38:42,太快了，倍速就是正常速度上慢快一点，慢速听不出来。,朗读速度问题,
2025-10-07 08:17:20,读的不正确，那是you are，我可不客气，可是你读成了usually usually usually me,发音不准确,
2025-10-07 11:04:42,他连音标都读了。搞不好单词的正确发音。,发音不准确,
2025-10-07 19:48:25,可以写谐音，让AI读慢点或者加倍速，再让他们读标准点,朗读速度问题,
2025-10-07 20:35:31,不能调它的播放时间,朗读速度问题,
2025-10-08 09:16:18,为什么我手机不说不出声音，手机号码，手机号。,朗读不自然,
2025-10-08 10:58:18,可以发音再准确点,发音不准确,
2025-10-08 12:36:12,能不能加一个循环播放啊…就是选择一段开头再选一段结尾然后循环播放,朗读功能优化,学习听力，重复播放重点段落
2025-10-08 13:53:49,有很多的没有显示朗读,缺少中文朗读,
2025-10-08 17:05:23,可以你读一句我跟着你读你看一下对了嘛,发音不准确,
2025-10-08 20:50:28,点汉语不能读英语。,朗读不自然,
2025-10-09 06:43:28,读的时候没有声音。,缺少中文朗读,
2025-10-09 19:41:45,发音不标准而且识别有误请你们尽快改变加油，你们是最棒的,发音不准确,
2025-10-09 20:39:58,"天天天，天天天天天天天天，天天，天天天天天天天天天天天天天天天天天天天天天天结巴的不重样。

",朗读卡顿重复,
2025-10-09 21:08:57,可以让他一句一句的读吗,朗读功能优化,希望逐句朗读，方便学习理解
2025-10-09 21:12:05,能不能让他点一下读一下，这样话更方便。,朗读功能优化,逐句朗读，方便学习理解
2025-10-09 21:46:56,读的根本不知道是什么有一段是乱码怎么听也听不出来，就跟卡壳了一样也根本听不出来是什么主题就是有一个单词读的完全是乱码。就是搁。乱码啊，一下子。根本听不懂是什么英语单词也不知道是什么原因就是不知道英语单词读的是什么样子的，变成了一段乱码。主题就是根本听不懂而且也别说发音了，是什么都不知道，这根本都不能说是英语单词值了。而且就只有那一段读的是跟乱码一样的，剩下那一段都不是乱码一样的完全不标准。也不知道,朗读卡顿重复,
2025-10-10 06:39:11,原文点读点读的太快,朗读速度问题,
2025-10-10 06:39:24,他说不好音语又不会读,发音不准确,
2025-10-10 18:39:04,我可以一直播放，就是循环播放，就是一直播放，他可以一直播放，就是呢，不用手动调节,朗读功能优化,希望实现翻译结果循环播放，无需手动调节
2025-10-10 19:05:11,一直都是在显示播放异常，请及时处理！！！,朗读卡顿重复,
2025-10-10 19:41:18,速度最慢的时后发音不准,发音不准确,
2025-10-10 20:49:30,读的太快了读的太快了，读的太快了，读的太快了读的太快了，读的太快了，读的太快了读的太快了，读的太快了，读的太快了，读的快快快乐读的快，快乐的读的太快了，读的太快了，读的太快了，读的太快了，读的太快了读的太快了，读的太快了，读的太快了的太快了，读的太快了，读的太快了，读的太快了读的太快了，读的太快了读的太快了，读的太快了，读的太快了，读的太快了。读的太快了读的太快了，读的太快了读的太快了，读的太快了,朗读速度问题,
2025-10-10 21:35:11,没有拼读’一点也不好,发音不准确,
2025-10-11 21:28:57,一个一个读音标不然读不了,朗读卡顿重复,
2025-10-11 22:03:15,可以加个朗读翻译的英文的功能吗？,朗读功能优化,学习英语，听读翻译内容
2025-10-12 08:55:23,"因该改善英语点读不要少英文字
",朗读功能优化,英语点读时避免漏读英文字
2025-10-12 10:47:17,放慢听发现读的不对,发音不准确,
2025-10-12 18:03:13,小源，小源就是你读的很标准，以后要读的很标准，很标准，不要读的有肯巴的姓，也不要读的有那个什么不标准，读音就是有点不标准，要读的标准点哦，加油，我每天都会在你旁边支持你，支持你，而且还要为你加油，加油,发音不准确,
2025-10-12 19:02:43,声音太太太太太太太小了,朗读不自然,
2025-10-12 20:55:04,没有任何的声音。你让人无法跟读。那个录音放置了，也放置不了。,朗读功能优化,跟读练习，辅助发音学习
2025-10-13 12:34:22,可不可以一个句子连续读？,朗读功能优化,希望改进朗读方式，实现句子连读
2025-10-13 19:49:52,他读完了之后让我们读。,朗读不自然,
2025-10-13 21:06:27,弄一个跟读会更好,朗读功能优化,希望改进朗读功能，辅助学习发音
2025-10-14 19:15:50,应该读英文不应该读中文,朗读不自然,
2025-10-14 20:00:13,读这什么玩意，发音不标准，狗屎逼,发音不准确,
2025-10-14 20:29:05,放慢听的话，有一种声音很枯燥，很不标准,朗读不自然,
2025-10-14 20:57:29,读不对 不标准 看字不准确  ,发音不准确,
2025-10-14 21:46:29,他这个书本老是读错，有一些,发音不准确,
2025-10-15 18:02:24,希望可以，加一个朗读的可以吗？真的很想加上这个，我那个什么我这个年纪我听不懂这个，所以我也看不懂，提问的时候也不懂，所以希望你们可以加上这个，行吧，求求了，如果加上，谢谢你(*^o^*),朗读功能优化,辅助理解翻译内容，方便学习
2025-10-16 20:50:47,有的地方发音不对 有的地方还不读 ,发音不准确,
2025-10-17 06:28:19,个别单词没有发音，且没有词性,发音朗读问题,
2025-10-17 11:07:50,可以把英文读出来,缺少中文朗读,
2025-10-17 15:59:23,没有多段间隔点读,朗读不自然,
2025-10-17 21:15:32,读的不标准，和学校老师教的不一样,发音不准确,
2025-10-17 21:39:35,有的根本都不给发音，不给那个读法。太差了。 这我都不知道咋读。,缺少中文朗读,
2025-10-18 10:44:55,音不准确 第1段就是多。最后一段也是多。,发音不准确,
2025-10-18 14:10:01,可以给发音文子的吗？,缺少中文朗读,
2025-10-18 18:43:41,连读的时候总是出现第1页第1句的句子，刚读完就读到第2页的句子。,朗读卡顿重复,
2025-10-18 19:10:26,可以再加一个，让他从开头到结尾读结尾选项，从开头是哪里？结尾是哪里，然后让他读出来。,朗读功能优化,希望调整朗读范围和方式
2025-10-18 20:28:40,我想整一页，他一句一句地读,朗读卡顿重复,
2025-10-19 08:28:54, 能一句一句的读吗？,朗读功能优化,希望逐句朗读，方便学习
2025-10-19 13:48:40,为什么不能读？转换过来的,缺少中文朗读,
2025-10-19 14:18:28,音标都到旁边了，还读错,发音不准确,
2025-10-19 14:34:59,让他连续读，结果他根本就没有连续连一点蛮差的，但其他的都很好，加油哦,朗读不自然,
2025-10-19 15:24:04,再这提目一起读。读完一句，读下一句,朗读功能优化,希望改进朗读节奏，逐句朗读
2025-10-19 15:57:32,出不了声音，而且还出不了声音，还要加载,朗读卡顿重复,
2025-10-19 20:53:17,读的时候速度太快了。,朗读速度问题,
2025-10-20 19:33:57,一个单词没有读对。,发音不准确,
2025-10-20 20:38:57,点读出来了一个莫名其妙的东西,朗读不自然,
2025-10-20 21:03:35,可不可以一个读两遍？,朗读功能优化,希望提升朗读体验，重复播放
2025-10-20 21:27:58,不会读单词，读的都是拼写没用,发音不准确,
2025-10-21 19:00:11,声音可以弄人叫点读的那个，把小猿的声音换一下，并且歌谣还有节奏性。,朗读不自然,
2025-10-21 19:37:15,他这个一切不标准。,发音不准确,
2025-10-21 21:36:58,声音听起来怪怪的😖,朗读不自然,
2025-10-22 06:54:13,你能不能把单词连在一起给我读？,朗读不自然,
2025-10-22 11:06:07,读的非常的好，在说的地方清楚一点就行了,朗读不自然,
2025-10-22 18:51:59,还没有读完它自己跳了,朗读卡顿重复,
2025-10-22 20:09:47,无法出声。发音不标准，不准确，不完整。,发音不准确,
2025-10-23 19:38:35,倍速太慢了，建建议有倍数四,朗读速度问题,
2025-10-23 19:49:00,可以用真人的声音这样的听的我不太懂,朗读不自然,
2025-10-24 17:30:53,声音不好听，不要🙅‍♀️这个声音,朗读不自然,
2025-10-24 17:58:02,静音发音发错了，我要举报。.,发音不准确,
2025-10-24 21:25:57,建议这个AI的声音换一个发音标准且好听的，谢谢！！,朗读不自然,
2025-10-24 21:51:41,不按顺序来读英文,朗读不自然,
2025-10-25 07:47:56,点读的时候，🙁读音不准确,发音不准确,
2025-10-25 09:49:31,没有该单词的读法,缺少中文朗读,
2025-10-25 12:33:04,他不念班级和考号,朗读功能优化,希望能朗读班级和考号等文本内容
2025-10-25 17:11:20, 砸死我们是1000Thousand你这读的有点儿不行啊。Thousand thousand thousand是一千 砸死我们是以前你这读音有错误。,发音不准确,
2025-10-25 23:11:33,0.5还是太快了，再慢点,朗读速度问题,
2025-10-25 23:50:08,this发音不标准,发音不准确,
2025-10-26 08:25:53,单词后面的音标读得不行,发音不准确,
2025-10-26 10:36:59,翻译不标准，读音不标准,发音不准确,
2025-10-26 10:37:15,读音不标准，翻译不标准,发音不准确,
2025-10-26 13:06:40,有些单词不能弄出发音。,发音朗读问题,
2025-10-26 13:15:58,这个说完吧，你说行不行？但是吧，他这个第二第一次用完了之后，第二次就不是那种的了，意思就是那个啥，不是那个第一次读的那个需要更改，然后那个啥，听他读一下子，我感觉这样的话学会更好一些,朗读不自然,
2025-10-26 14:30:51,太快了，都听不懂了，有个他说那个你还说啥。,朗读速度问题,
2025-10-26 18:32:18,建议设置点读单词。,朗读功能优化,学习单词，听发音并跟读
2025-10-26 20:18:10,能不能一个单词一单词的读,朗读功能优化,希望逐词朗读，方便学习发音
2025-10-26 21:31:15,阅读时会突然停下。,朗读卡顿重复,
2025-10-27 18:12:22,听和吟唱那里不整齐,朗读不自然,
2025-10-27 20:01:16,希望出一个0.1倍速        ,朗读速度问题,
2025-10-27 20:56:52,语速太快，放慢一点,朗读速度问题,
2025-10-27 21:04:18,读不出英语单词，英语单词有错误,发音不准确,
2025-10-28 19:45:52,发音不biao准,发音不准确,
2025-10-28 20:46:04,可以一句一句的分开读吗？,朗读功能优化,逐句朗读，方便学习理解
2025-10-28 22:36:30,让他可以从头到尾一直放放文，还可以回到开头的那种音频,朗读功能优化,反复听读，方便学习发音和内容
2025-10-29 19:38:15,你把1234这些句子放到了一起读。,朗读卡顿重复,
2025-10-29 19:41:16,把aunt说成ant。,发音不准确,
2025-10-29 20:29:22,说的时候那个鸟，他叫b rd，那明明叫伯德,发音不准确,
2025-10-29 21:40:07,要下一个下一个的读，不要左右的读,朗读不自然,
2025-10-30 06:47:51,可以有翻译后的读音,朗读功能优化,学习单词或句子发音，辅助口语练习
2025-10-30 19:33:28, 句号，一个句号的分段读。,朗读卡顿重复,
2025-10-31 20:20:24,读怎么读？没有写不知道。,Audio_Issues,
2025-11-01 11:45:43,"可以换其他声音吗？

",朗读功能优化,希望更换不同的朗读声音
2025-11-01 16:08:08,要听就得一块听，我不方便,朗读功能优化,希望改进朗读功能，方便单独听
2025-11-02 08:45:03,读的时候读得不清。,朗读不自然,
2025-11-02 11:37:13,为什么没有整个课文跟读整个？,朗读功能优化,希望跟读整个课文，提升口语练习
2025-11-02 11:57:06,太快了 感觉听不清,朗读速度问题,
2025-11-02 12:11:20,时间不能持续太长，不能让他那个读完了，然后再从头再读,朗读卡顿重复,
2025-11-02 14:07:10,第一句应该全部读，we come to school,朗读不自然,
2025-11-02 16:44:17,没有翻译器的声音🤬🤬😡(／_＼)大怨种没有点雨太久没办法玩了！！🤬🤬😡🐇🐉🦓🤬🤬🤬👁️👁️,Audio_Issues,
2025-11-02 18:44:57,听不清，吐字不清晰,朗读不自然,
2025-11-03 19:44:16,我建议原文点读时读慢点，读清楚点,朗读速度问题,
2025-11-03 19:59:23,翻译题准确又舒畅，就是有点结巴,朗读卡顿重复,
2025-11-03 20:03:53,亲，你就是要我们自选一段一段的，一次读太多了，不太好。,朗读速度问题,
2025-11-03 20:26:57,孩子看了看都看不懂。而且他有两个音，我们根本不知道该听哪个音的。,发音不准确,
2025-11-03 20:27:34,有些没都没有，那个读的孩子根本不知道读什么，我们也不知道。,朗读卡顿重复,
2025-11-04 19:24:17,四年级上册的第21页read and write获取单词并没有读的,朗读功能优化,阅读学习中获取单词的发音辅助
2025-11-04 19:27:25,能不能一整夜读？为什么要一段一段的？,朗读不自然,
2025-11-04 20:14:11,小男孩带读的不标准，不喜欢这个人带毒，,发音不准确,
2025-11-04 21:13:13,为什么没有声音呢？,缺少中文朗读,
2025-11-04 21:32:53,啊，你这个这为什么不发音不不标准，他是班级。,发音不准确,
2025-11-04 22:17:22,口音实在是太久了。,发音不准确,
2025-11-04 23:43:08,它可以分词来读点着来读读不清楚也听不清楚就只能听得清楚他在乱讲什么孩子也听不懂连词成句的读听不清楚,朗读卡顿重复,
2025-11-05 06:14:51,声音调到最大还是很小,朗读不自然,
2025-11-05 07:02:32,挺好的，就是音标可以再读标准一点，字音什么的,发音不准确,
2025-11-05 17:11:56,1.太快了。2.没有读句子的练习。,朗读速度问题,
2025-11-05 19:33:45,就是说正常点，不要跟机器人似的。听不懂,朗读不自然,
2025-11-05 20:41:40,建议一下调整你那个嗓子，都听不清楚,朗读不自然,
2025-11-06 18:21:34,发音不标准，都真的很想把我给气死,发音不准确,
2025-11-06 19:45:10,读的太快了，太快太快了，我要反馈，读的那么快，我听都听不懂就比如什么什么low low啥啥玩意，都听不懂你说的是什不是，我一点都听不懂你什么意思呀？你我真的很无语，我宁可信任你么玩意儿？你却给我这样子，搞什么呀？ ,朗读速度问题,
2025-11-06 21:08:45,）读的太快，而且不精准,朗读速度问题,
2025-11-06 21:36:56,原文点读不可以点这句子来读,朗读功能优化,点读句子进行朗读
2025-11-07 20:26:15,Joking，他读的是jok,发音不准确,
2025-11-07 20:41:02,不同手机发音的字不同,发音不准确,
2025-11-08 11:01:01,读的太快，我跟不上结奏,朗读速度问题,
2025-11-08 13:22:24,有些词语没有发音选项,朗读功能优化,学习单词发音，辅助记忆
2025-11-08 20:45:40,我选的重复读，而他只读了一遍,朗读卡顿重复,
2025-11-09 12:09:58,嗯，把那个就是翻译就是原文点读，把它改一下就是把它改成正确的音讯。来读，嗯，比如hello王，别后面直接来接他什么什么的。,朗读不自然,
2025-11-09 12:10:35,我建议一下。把那个原文点读给调整一下，就是把那个顺序改一下啊。,朗读不自然,
2025-11-09 19:28:58,我只需要他读单词爻,朗读功能优化,学习生僻字，需要单独朗读单词
2025-11-10 18:01:01,"读音听不清
中文不准确",发音不准确,
2025-11-10 18:54:07,单词连在一起读跟本记不清,朗读不自然,
2025-11-10 19:25:06,   本身的发音没有读准。把egg读成了99,发音不准确,
2025-11-10 19:47:28,你的读音读不清楚。,朗读不自然,
2025-11-10 21:31:00,"读的也太快了吧！！！这不是我想要的结果，也不知道为什么读着读着就模糊了。
",朗读速度问题,
2025-11-10 22:15:19,可以做一个拍下来之后的可以跟读的一个东西，这样子的话就更好,朗读功能优化,学习发音，跟读练习
2025-11-11 21:09:21,说的太快，有时有点听不明白,朗读速度问题,
2025-11-11 22:52:35,建议增加单句点读功能,朗读功能优化,逐句点读，辅助学习发音
2025-11-12 21:20:10,1.0时的速度也不要那么快，就可以了，谢谢！,朗读速度问题,
2025-11-13 19:43:15,我觉得你应该说出来，这个单词怎么读？,发音不准确,
2025-11-13 19:49:02,读的这些，后面那些字都是其他的，不是书本上的，英语读的太快了，英语读错了,发音不准确,
2025-11-13 19:49:32,我又听了一次还是错的，能不能改一下这个嘴的英语？,发音不准确,
2025-11-13 20:23:12,可以把里边的那些原文点读啊，这些里边的那些单词认准点可以不可以回答我！,朗读功能优化,点读单词，准确朗读学习
2025-11-13 20:32:26,本来是鱼，他直接读成买捕鱼,发音不准确,
2025-11-13 22:29:06,读的是非常准确吗？其次，就是重点：让AI读的时候（1.0速度）不要读的像1.5倍速的一样，让小孩跟着读的时候，就不用费劲儿了，谢谢！,朗读速度问题,
2025-11-14 16:59:44,为什么不能一句一句点读？,朗读功能优化,逐句点读，方便学习理解
2025-11-15 18:35:51,不是说连读吗 读着读着就只读一个词就暂停了 什么意思呢 而且读着读着又卡了起来 搞得好像是我的手机有问题一样 翻译的时候翻译也不完整 拼音和文字在一个地方看都看不清 ,朗读卡顿重复,
2025-11-15 18:50:42,0.75太快了0.5又太慢了。,朗读速度问题,
2025-11-16 09:05:09,表达不出感情又错误,朗读不自然,
2025-11-16 10:37:27,第二个下没有读出来,朗读不自然,
2025-11-16 11:50:26,"
播放有错误，不标准，
",发音不准确,
2025-11-16 19:33:36,它光出来了字，不出来发音,缺少中文朗读,
2025-11-16 19:53:04,问题:你们把字和发音读飞快，咱家孩子跟不上发音读太快。你们可以发音慢点吗？,朗读速度问题,
2025-11-16 20:30:32,你不是说有声音吗？怎么没有声音啊？,缺少中文朗读,
2025-11-16 20:56:36,修改一下播放发音，老是显示播放发音失败，建议官方赶紧修改！！,朗读功能优化,希望改进发音播放问题
2025-11-16 21:34:58,有的单词没有读音,缺少中文朗读,
2025-11-17 18:31:00,没有二倍发音有点不标准。7$5227525773575352752775375375373537575357357357375335753573573357572537755725725737375275264/4664256357275374247246246247275257257275253652753753573573755737537535737537537535373211231232,发音不准确,
2025-11-17 18:49:48,这些机器人真酷，你读的都错了,发音不准确,
2025-11-17 19:40:05,读的太快了，有点跟不上,朗读速度问题,
2025-11-17 19:54:21, 读的太慢了，有点就我读的话有点太快太慢了,朗读速度问题,
