feedback_date,feedback_content,label,scene
2025-11-16 19:01:29,一次拍一个单元，不要一页都拍到,功能需求,批量翻译，避免一页全拍
2025-11-18 19:20:45,建议一下手写体能翻译,Feature_Requests,识别手写体，提高翻译准确性
2025-11-18 20:00:54,希望下次翻译的时候还是电子书OK？,功能需求,翻译电子书内容，方便阅读
2025-11-19 18:36:46,我建议翻译的时候加上自己写的对不对？这样可以更好。我觉得你的分更高。,功能需求,翻译后提供对错判断，辅助学习
2025-11-20 18:07:57,要是有手写体。的就好了。😅,功能需求,手写体文字翻译需求
2025-11-22 19:33:20,可以加上单词的词性,单词本收藏,学习积累，保存生词及词性
2025-11-22 20:00:26,希望再来一个一中译日。,翻译语言扩展,学习日语，进行中日互译
2025-11-23 07:04:20,我希望可以有记录。,历史记录,查看之前翻译过的内容
2025-11-23 15:07:03,曲词翻译可以中译英,翻译语言扩展,学习外语，将中文歌词翻译成英文
2025-11-23 18:13:21,能不能也翻译词性,功能需求,学习单词，理解词性用法
2025-11-24 21:40:12,手写单词也可翻译,功能需求,手写输入单词，快速翻译
2025-11-25 22:00:25,建议把手写的也翻译一下,功能需求,手写内容翻译，方便识别手写体
2025-11-26 19:10:56,如果把甲骨文翻译翻出来就好了。,翻译语言扩展,学习古文，翻译甲骨文等特殊文字
2025-11-26 21:30:19,一次能翻译多个单词，或者一句话,功能需求,快速翻译多个单词或整句话
2025-11-27 19:54:08,就不能一句一句的翻译吗？,功能需求,逐句翻译，理解句子顺序和逻辑
2025-11-28 13:18:10,可以一句中文一句英语的翻译吗,功能需求,中英文互译时一句一句对应显示
2025-11-28 16:22:07,为什么手写的不能翻译,功能需求,手写内容翻译需求
2025-11-29 14:53:30,我觉得翻译不仅仅就只有中文翻译成英文或者是英文翻译成中文，还应该有文言文翻译成现代文白话文，不然这样太不科学了。,翻译语言扩展,学习古文，文言文转白话文需求
2025-11-29 16:22:39,可以变成日语和美语,翻译语言扩展,学习外语，翻译内容为日语或美语
2025-11-29 19:47:17,不能保存到相册里,功能需求,翻译结果保存到相册方便使用
2025-11-30 15:05:15,希望能把古文也翻译一下,翻译语言扩展,学习古文，将古文翻译成现代汉语
2025-11-30 16:50:02,"为什么不能翻译日语？
",翻译语言扩展,学习日语，需要中日互译
2025-12-01 18:46:52,他不可以翻译日语，能不能翻译日语？我吃了中毒了是不是怪你们呢？你们既然设计了，就多加几个语言嘛，比如这个八国的语言都可以了。,翻译语言扩展,学习外语，翻译日语等八国语言
2025-12-01 18:47:59,翻译可以分一句一句的。,功能需求,阅读长文本，逐句翻译理解
2025-12-01 19:49:56,我想要自已选则页码,功能需求,自定义页码，精准定位内容
2025-12-02 18:05:55,建议双语对照在同一个地方,功能需求,翻译结果展示，双语内容同屏显示
2025-12-02 20:05:47,整多个国家语言的翻译,翻译语言扩展,多语言翻译需求，覆盖不同国家语言
2025-12-02 23:02:00,我建议多写一些句子分析,句子分析,学习语法，理解句子结构和成分
2025-12-03 18:58:51,常用的信息可以在这里保存，便于发送。,历史记录,查看之前翻译的常用信息
2025-12-04 19:31:11,希望一次性能拍多张,功能需求,多题同时翻译，提高效率
2025-12-05 14:44:51,"我希望可以一句一句的翻译好，让我点读
这样",功能需求,逐句翻译，支持点读学习
2025-12-06 08:20:48,我想要直接全部一起写出来,功能需求,希望直接显示完整翻译结果
2025-12-06 15:22:55,只能一个单词翻译，不能一起翻译,功能需求,多词连续翻译，提高学习效率
2025-12-06 17:26:02,不可以看其他语言,翻译语言扩展,学习多语言，拓展翻译范围
2025-12-06 21:10:52,可以翻译各国语言,翻译语言扩展,支持多国语言翻译需求
2025-12-07 09:14:43,可以把孔里面的单词翻译出来吗？,功能需求,阅读时提取单词单独翻译
2025-12-07 15:35:46,有没有其它的互译，比如中文⇔韩文,翻译语言扩展,学习外语，进行中韩互译
2025-12-07 22:17:09,能标一下句子分析吗？,句子分析,学习语法，理解句子结构和成分
2025-12-08 18:42:21,"希望翻译的字数再少点(ง •_•)ง,加油",其他功能需求,精简翻译结果，减少字数
2025-12-08 20:21:03,应该有一个全文阅读,功能需求,阅读全文，提升理解能力
2025-12-09 00:28:45,没有取词翻译 无法单独取词,功能需求,阅读时单独取词翻译单词
2025-12-09 18:38:09,在读课文的时候，可不可以再加上翻译这句话？,功能需求,读课文时辅助理解，添加翻译
2025-12-10 20:37:14,可以有个按钮，可以切换整篇翻译和其他的功能,功能需求,切换翻译模式与其他功能
2025-12-11 12:12:37,多一点其他国家的语言,翻译语言扩展,学习多语言，拓展翻译范围
2025-12-11 18:03:54,可以把英语句子放在翻译的下面,功能需求,查看原句，辅助理解翻译内容
2025-12-11 21:12:57,可以有一个地方打印，更方便。,其他功能需求,方便打印翻译结果
2025-12-13 15:48:24,我建议多学一点日语,翻译语言扩展,学习日语，拓展翻译语言范围
2025-12-13 15:57:29,增加将选定单词一键收录错题本功能,单词本收藏,学习积累，保存生词复习
2025-12-13 22:00:28,增加文言文翻译，谢谢啦！,翻译语言扩展,学习古文，理解文言文含义
2025-12-14 10:35:49,不要改的句子的文字把翻译写在单词旁边,功能需求,阅读时标注单词翻译在旁边
2025-12-15 19:46:48,可不可以一句话翻译？,功能需求,翻译整句内容，提高学习效率
2025-12-15 20:57:22,没有给出标准答案和只有翻译没有答案,功能需求,需要标准答案和题目答案
2025-12-16 20:08:58,可以有一个检查背诵的,功能需求,复习背诵内容，检查学习效果
2025-12-16 21:08:06,除了英文能多加一些语言吗,翻译语言扩展,学习多语言，满足不同语言翻译需求
2025-12-18 19:52:50,他只有示范，没有历史不容易查到汉语,功能需求,复习查看，查找历史翻译记录
