content_type,material_source,subject,grade_level,usage_scenario,confidence,image_file,time_period,labeled_at,error,description
writing_assignment,exam_paper,english,grade_7_9,doing_exercises,high,拍照翻译列表 (89)-1.jpg,weekend,2025-12-19T18:08:24.115684,,
cloze_test,screen_capture,english,grade_7_9,doing_exercises,high,拍照翻译列表 (84)-1.jpg,weekend,2025-12-19T18:08:24.229588,,
reading_comprehension,screen_capture,english,grade_7_9,doing_exercises,high,拍照翻译列表 (9)-1.jpg,weekend,2025-12-19T18:08:24.439715,,
writing_assignment,homework_book,chinese,grade_7_9,doing_homework,high,拍照翻译列表 (78)-2.jpg,weekend,2025-12-19T18:08:24.442566,,
reading_comprehension,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (9)-3.jpg,weekend,2025-12-19T18:08:24.464328,,
vocabulary_exercise,official_textbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (9)-2.jpg,weekend,2025-12-19T18:08:24.673992,,
cloze_test,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (80)-1.jpg,weekend,2025-12-19T18:08:24.745806,,
cloze_test,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (86)-1.jpg,weekend,2025-12-19T18:08:24.813562,,
dialogue_text,official_textbook,english,grade_4_6,previewing,high,拍照翻译列表 (85)-1.jpg,weekend,2025-12-19T18:08:24.962585,,这是小学高年级（4-6年级）英语教材中的对话课文（Let's talk），主题是不同季节的穿着，有对话框和人物插图，用于预习课文。
vocabulary_exercise,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (91)-2.jpg,weekend,2025-12-19T18:08:24.971321,,
dialogue_text,official_textbook,english,grade_4_6,previewing,high,拍照翻译列表 (94)-1.jpg,weekend,2025-12-19T18:08:25.197731,,
reading_comprehension,exam_paper,english,grade_7_9,doing_exercises,high,拍照翻译列表 (89)-2.jpg,weekend,2025-12-19T18:08:25.296227,,
grammar_exercise,screen_capture,english,grade_4_6,doing_exercises,high,拍照翻译列表 (93)-1.jpg,weekend,2025-12-19T18:08:25.305868,,
other,other,unclear,unclear,unclear,high,拍照翻译列表 (95)-1.jpg,weekend,2025-12-19T18:08:25.342656,,
reading_passage,supplementary_book,english,grade_7_9,reading_extra,high,拍照翻译列表 (93)-2.jpg,weekend,2025-12-19T18:08:25.358212,,
reading_passage,supplementary_book,english,grade_7_9,reading_extra,high,拍照翻译列表 (95)-2.jpg,weekend,2025-12-19T18:08:25.485948,,
dialogue_text,official_textbook,english,grade_4_6,previewing,high,拍照翻译列表 (92)-2.jpg,weekend,2025-12-19T18:08:25.734646,,
reading_passage,handout,english,grade_7_9,reading_extra,high,拍照翻译列表 (88)-1.jpg,weekend,2025-12-19T18:08:26.735411,,
translation_exercise,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (86)-2.jpg,weekend,2025-12-19T18:08:26.813475,,
translation_exercise,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (87)-2.jpg,weekend,2025-12-19T18:08:26.942894,,
other,workbook,math,grade_7_9,doing_exercises,high,拍照翻译列表 (91)-1.jpg,weekend,2025-12-19T18:08:27.063448,,
grammar_exercise,workbook,math,grade_7_9,doing_exercises,high,拍照翻译列表 (90)-2.jpg,weekend,2025-12-19T18:08:27.105022,,
grammar_exercise,official_textbook,english,grade_4_6,previewing,high,拍照翻译列表 (90)-1.jpg,weekend,2025-12-19T18:08:27.255761,,
reading_passage,screen_capture,english,grade_10_12,reading_extra,high,拍照翻译列表 (97)-1.jpg,weekend,2025-12-19T18:08:27.315648,,
exam_paper,exam_paper,math,grade_7_9,reviewing_exam,high,拍照翻译列表 (96)-2.jpg,weekend,2025-12-19T18:08:27.431133,,
vocabulary_exercise,screen_capture,english,grade_4_6,doing_exercises,high,拍照翻译列表 (87)-1.jpg,weekend,2025-12-19T18:08:27.444679,,
reading_comprehension,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (88)-2.jpg,weekend,2025-12-19T18:08:27.583685,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (96)-1.jpg,weekend,2025-12-19T18:08:27.617007,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (98).jpg,weekend,2025-12-19T18:08:28.165961,,
grammar_exercise,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (92)-1.jpg,weekend,2025-12-19T18:08:28.175297,,
translation_exercise,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (97)-2.jpg,weekend,2025-12-19T18:08:28.207562,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表-3.jpg,weekend,2025-12-19T18:08:28.431534,,
vocabulary_exercise,official_textbook,english,grade_7_9,doing_exercises,high,拍照翻译列表-1.jpg,weekend,2025-12-19T18:08:28.632625,,
translation_exercise,homework_book,english,grade_4_6,doing_homework,high,拍照翻译列表-2.jpg,weekend,2025-12-19T18:08:28.666068,,
reading_comprehension,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (99)-2.jpg,weekend,2025-12-19T18:08:28.685511,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (94)-2.jpg,weekend,2025-12-19T18:08:28.695999,,
reading_comprehension,exam_paper,english,grade_7_9,doing_exercises,high,拍照翻译列表 (99)-1.jpg,weekend,2025-12-19T18:08:28.844974,,
