content_type,material_source,subject,grade_level,usage_scenario,confidence,image_file,time_period,labeled_at,error,description
reading_comprehension,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (85)-2.jpg,weekday,2025-12-19T16:54:16.729808,,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (97)-1.jpg,weekday,2025-12-19T16:54:17.660349,,
grammar_exercise,workbook,english,grade_4_6,doing_exercises,high,拍照翻译列表 (91)-2.jpg,weekday,2025-12-19T16:54:17.664643,,
cloze_test,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (88)-1.jpg,weekday,2025-12-19T16:54:17.820552,,
cloze_test,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表-1.jpg,weekday,2025-12-19T16:54:18.142899,,
vocabulary_exercise,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (93)-2.jpg,weekday,2025-12-19T16:54:18.145716,,
dialogue_text,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (90)-2.jpg,weekday,2025-12-19T16:54:18.228222,,
,,,,,,拍照翻译列表 (95)-2.jpg,weekday,2025-12-19T16:54:18.511331,请求失败 (尝试 3/3): API错误: Too many requests,
,,,,,,拍照翻译列表 (96)-1.jpg,weekday,2025-12-19T16:54:18.512332,请求失败 (尝试 3/3): API错误: Too many requests,
reading_comprehension,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (91)-1.jpg,weekday,2025-12-19T16:54:18.631738,,
homework_worksheet,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (87)-2.jpg,weekday,2025-12-19T16:54:18.642968,,
writing_assignment,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (87)-1.jpg,weekday,2025-12-19T16:54:18.674051,,
grammar_exercise,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (92)-1.jpg,weekday,2025-12-19T16:54:18.731727,,
dialogue_text,official_textbook,english,grade_7_9,previewing,high,拍照翻译列表 (88)-2.jpg,weekday,2025-12-19T16:54:18.781668,,
homework_worksheet,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (99)-1.jpg,weekday,2025-12-19T16:54:19.904688,,
vocabulary_exercise,official_textbook,english,grade_4_6,doing_exercises,high,拍照翻译列表 (92)-2.jpg,weekday,2025-12-19T16:54:20.018984,,
vocabulary_exercise,workbook,english,grade_7_9,doing_exercises,high,拍照翻译列表 (93)-1.jpg,weekday,2025-12-19T16:54:20.376393,,
cloze_test,workbook,english,grade_4_6,doing_exercises,high,拍照翻译列表 (97)-2.jpg,weekday,2025-12-19T16:54:20.726819,,
reading_comprehension,exam_paper,english,grade_10_12,doing_exercises,high,拍照翻译列表 (94)-2.jpg,weekday,2025-12-19T16:54:20.964783,,
reading_comprehension,workbook,english,grade_4_6,doing_exercises,high,拍照翻译列表-2.jpg,weekday,2025-12-19T16:54:21.249401,,
screen_capture,screen_capture,english,grade_10_12,reading_extra,high,拍照翻译列表 (98)-1.jpg,weekday,2025-12-19T16:54:21.252347,,
translation_exercise,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (96)-2.jpg,weekday,2025-12-19T16:54:21.288457,,
dialogue_text,official_textbook,english,grade_4_6,previewing,high,拍照翻译列表 (99)-2.jpg,weekday,2025-12-19T16:54:21.404152,,
reading_comprehension,screen_capture,english,grade_7_9,doing_exercises,high,拍照翻译列表 (98)-2.jpg,weekday,2025-12-19T16:54:22.855405,,
vocabulary_exercise,homework_book,english,grade_7_9,doing_homework,high,拍照翻译列表 (94)-1.jpg,weekday,2025-12-19T16:54:23.725799,,
